Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
axolotl_intro_axolotl_wakeup_32fd0c8e		After spending the rest of your day exploring the complex, you're tired out. You go to sleep.	game/script/intro.rpy	135	"[what]"
axolotl_intro_axolotl_wakeup_eab3faf9	a	Good morning! I hope you slept well.	game/script/intro.rpy	139	a "[what]"
axolotl_intro_axolotl_wakeup_d80edb34	a	As we spoke yesterday, I'll have you introduce yourself to either Baron Olm or Herzog Frog.	game/script/intro.rpy	141	a "[what]"
axolotl_intro_axolotl_wakeup_0f986eb3	a	Which do you want to meet today?	game/script/intro.rpy	144	a "[what]" nointeract
axolotl_intro_axolotl_wakeup_e03dc7c9	a	Oh, and before you go,	game/script/intro.rpy	150	a "[what]"
axolotl_intro_axolotl_wakeup_bde5b16c		Queen Axolotl rummages in a nearby drawer.	game/script/intro.rpy	152	"[what]"
axolotl_intro_axolotl_wakeup_78762724	a	Here. Your badge of station.	game/script/intro.rpy	154	a "[what]"
axolotl_intro_axolotl_wakeup_556ec072		Queen Axolotl presents a signet ring, with the seal of the Kingdom of Ambystoma printed on it. As you accept it, it's weighty and cold.	game/script/intro.rpy	156	"[what]"
axolotl_intro_axolotl_wakeup_ae967397	a	Make a good first impression! You'll be my representative. It's an important job, and I need you to do it well.	game/script/intro.rpy	160	a "[what]"
frog_intro_edd1f2e8		You're packed into a caravan and taken to Herzog Frog's Duchy.	game/script/intro.rpy	199	"[what]"
frog_intro_3190ca4b		As you approach the gates to the castle, a booming voice echoes across the scenery.	game/script/intro.rpy	202	"[what]"
frog_intro_6cfd27fc	"Unknown"	{size=[text_size.larger]}Halt!{/size}	game/script/intro.rpy	204	"Unknown" "[what]"
frog_intro_2e9c938f		You look around in surprise. What was that? You spot a small frog standing next to the gates. Surely it couldn't be?	game/script/intro.rpy	206	"[what]"
frog_intro_2411aedb	p	I am Squire Spring Peeper, doorman of this castle!	game/script/intro.rpy	211	p "[what]"
frog_intro_61fe37fe		The frog peeps up at you. The squeaky, high-pitched voice was nothing like the voice before, but you have no choice but to conclude that they are the same source.	game/script/intro.rpy	213	"[what]"
frog_intro_23931400	p	You have arrived at the abode of Herzog Frog, highest Frog in the realm! State your business!	game/script/intro.rpy	216	p "[what]" nointeract
frog_intro_adba97fc		The frog stares at you, incredulous.	game/script/intro.rpy	219	"[what]"
frog_intro_74a13c39	p	The Queen sent you...? We weren't told of any such visit.	game/script/intro.rpy	220	p "[what]"
frog_intro_aeb0a41f	p	A trade deal...? Hmm...	game/script/intro.rpy	223	p "[what]"
frog_intro_6c4db228	p	I suppose that should be alright.	game/script/intro.rpy	224	p "[what]"
frog_intro_340d8657		The frog doesn't seem completely convinced.	game/script/intro.rpy	227	"[what]"
frog_intro_d7627f91	p	Well... okay...	game/script/intro.rpy	228	p "[what]"
frog_intro_055ae847	p	I can take you into see His Grace, but I'll need to pat you down first.	game/script/intro.rpy	230	p "[what]"
frog_intro_dc3f7a8d		Peeper professionally pats your person for potentially powerful pikes, pistols, or pocketknives.	game/script/intro.rpy	232	"[what]"
frog_intro_fc9133dd		He finds nothing.	game/script/intro.rpy	233	"[what]"
frog_intro_75f525ee	p	Follow me closely, I'll escort you.	game/script/intro.rpy	235	p "[what]"
frog_intro_peeper_questions_d20aeeb0		Peeper looks a bit unhappy.	game/script/intro.rpy	247	"[what]"
frog_intro_peeper_questions_0e4a7ce8	p	'Job'? This isn't just a job! This is my life's calling!	game/script/intro.rpy	248	p "[what]"
frog_intro_peeper_questions_a7fdbbef	p	Herzog is one of my distant uncles, and when he put out a call for wards, my father sent me off from the cold frontier lands.	game/script/intro.rpy	249	p "[what]"
frog_intro_peeper_questions_60486156	p	Since, I've been under his tutelage as a squire.	game/script/intro.rpy	250	p "[what]"
frog_intro_peeper_questions_7e4c8ba9	p	It's been months, now. He's taught me everything I know.	game/script/intro.rpy	251	p "[what]"
frog_intro_peeper_questions_cf543ced		Peeper looks proud.	game/script/intro.rpy	255	"[what]"
frog_intro_peeper_questions_f740567a	p	Anura specialty! His Grace says that my croak is the second-best he's ever heard. After him, of course.	game/script/intro.rpy	256	p "[what]"
frog_intro_peeper_questions_1a767236	p	That's part of why I became his herald and doorman. I can call the rest of the castle to attention if something goes wrong.	game/script/intro.rpy	257	p "[what]"
frog_intro_peeper_questions_82d20d24	p	Hey, do you want me to do it again?	game/script/intro.rpy	259	p "[what]" nointeract
frog_intro_peeper_questions_bc36aba7	p	{size=[text_size.larger]} Halt! {/size}	game/script/intro.rpy	261	p "[what]"
frog_intro_peeper_questions_5649680a	p	Did you like it?	game/script/intro.rpy	262	p "[what]"
frog_intro_peeper_questions_e5cb4848		Peeper beams with pride.	game/script/intro.rpy	263	"[what]"
frog_intro_peeper_questions_ab5aa388	p	Oh... okay...	game/script/intro.rpy	265	p "[what]"
frog_intro_peeper_questions_082eaef2	p	Well, first thing you should know is he's really good at leadership, chess, stand-up comedy, public speaking, administration, warfare, mock warfare, checkers, dueling, fencing, architecture, urban planning, hugging, telling when someone is lying, jumping, croaking, playing dead, knitting, cartography, singing, dancing, embroidery, art, wood carving, masonry, music, composition, calligraphy, tracking and hunting, cooking, swimming, holding his breath for a really long time, organization, gymnastics, yoga, meditation, philosophy	game/script/intro.rpy	269	p "[what]"
frog_intro_peeper_questions_1e544820	p	He likes being called His Grace, or Your Grace. You should try to stick to those.	game/script/intro.rpy	270	p "[what]"
frog_intro_peeper_questions_11c7ba61	p	And he {i}loves{/i} being complimented. Just don't call him cute. He really hates that.	game/script/intro.rpy	271	p "[what]"
frog_intro_peeper_questions_050fac0f		You walk in silence.	game/script/intro.rpy	276	"[what]"
frog_intro_peeper_questions_99502c58		Peeper vibrates awkwardly, seeming to want to gush about something or someone.	game/script/intro.rpy	277	"[what]"
frog_intro_peeper_questions_820ef19e		He thinks better of it.	game/script/intro.rpy	278	"[what]"
frog_intro_peeper_questions_75a6e44e		Peeper arrives at a door and knocks on it with this peculiar pattern.	game/script/intro.rpy	284	"[what]"
frog_intro_peeper_questions_091c03b7	p	His Grace will be ready soon.	game/script/intro.rpy	285	p "[what]"
frog_intro_peeper_questions_19d464bb		Peeper stands to attention. He seems nervous and jittery.	game/script/intro.rpy	286	"[what]"
frog_intro_peeper_questions_beb1ea02	p	No problem. It's what I'm here for.	game/script/intro.rpy	290	p "[what]"
frog_intro_peeper_questions_453b94f0	p	Of course! I'm always glad to tell someone of the brilliance of the great Duke Herzog!	game/script/intro.rpy	293	p "[what]"
frog_intro_peeper_questions_e038bdbf		The squire blushes and stammers.	game/script/intro.rpy	297	"[what]"
frog_intro_peeper_questions_1a73b018	p	u-um...	game/script/intro.rpy	298	p "[what]"
frog_intro_peeper_questions_5b84030b		A few awkward moments pass. Peeper looks straight ahead.	game/script/intro.rpy	301	"[what]"
frog_intro_peeper_questions_3bff50c4		You hear a little bell from the room beyond him.	game/script/intro.rpy	303	"[what]"
frog_intro_peeper_questions_9574ab3b	p	uh, his Grav-{nw}	game/script/intro.rpy	306	p "[what]"
frog_intro_peeper_questions_ead00f6c	p	I-I mean, h-His Grace.	game/script/intro.rpy	307	p "[what]"
frog_intro_peeper_questions_260657db	p	His Grace is ready for you now.	game/script/intro.rpy	308	p "[what]"
frog_intro_peeper_questions_18cc3570	p	You can go.	game/script/intro.rpy	309	p "[what]"
frog_intro_peeper_questions_729a57f9	p	Oh, that means His Grace is ready. Go on in, don't keep him waiting.	game/script/intro.rpy	311	p "[what]"
frog_intro_peeper_questions_222599a5		Peeper opens the door for you and waves you in.	game/script/intro.rpy	313	"[what]"
frog_intro_called_cute_1795a2fd	f	...Ribbit.	game/script/intro.rpy	320	f "[what]"
frog_intro_called_cute_5d984384	f	Never call me that. Ever again. Ribbit.	game/script/intro.rpy	322	f "[what]" nointeract
frog_intro_called_cute_51a985db	f	I need not explain myself to a commoner. Ribbit.	game/script/intro.rpy	324	f "[what]"
frog_intro_called_cute_73375ef6	f	As you should be. The correct form of address to a Duke is "Your Grace. Ribbit.	game/script/intro.rpy	326	f "[what]"
frog_intro_called_cute_cda83373	f	O-hoh! A commoner with manners! How intriguing. Ribbit.	game/script/intro.rpy	328	f "[what]"
frog_intro_called_cute_a6f229f2	f	I will allow you to try again. Do keep in mind what I have told you. Ribbit.	game/script/intro.rpy	329	f "[what]"
frog_intro_joke_response_5b91c592		blah	game/script/intro.rpy	334	"[what]"
frog_intro_joke_response_5b91c592_1		blah	game/script/intro.rpy	336	"[what]"
frog_intro_joke_response_5b91c592_2		blah	game/script/intro.rpy	338	"[what]"
frog_intro_joke_response_5b91c592_3		blah	game/script/intro.rpy	340	"[what]"
frog_intro_joke_response_0ad9a62b	f	yes... yes, good. Now it is your turn. Ribbit.	game/script/intro.rpy	342	f "[what]"
frog_intro_joke_response_805f3294		So, there's a man crawling through the desert.	game/script/intro.rpy	346	"[what]"
frog_intro_joke_response_4cd172a0		...Wait! The sun was setting! That meant he was going to have to spend another night out here! Arrrgh!	game/script/intro.rpy	348	"[what]"
frog_intro_joke_response_3ed0a984		Wow, 167 years. That's almost 140 more years I'll live if I live as long. Do you know what he died of, Nate?	game/script/intro.rpy	350	"[what]"
frog_intro_joke_response_800285de		"Better Nate than lever!", he ran over the snake.	game/script/intro.rpy	352	"[what]"
frog_intro_frog_intro_3ec57d49	f	...	game/script/intro.rpy	365	f "[what]"
frog_intro_frog_intro_28ab65ed	"You"	{size=[_return.what_size]}[_return.string]{/size}	game/script/intro.rpy	379	"You" "[what]"
frog_intro_frog_intro_42799830	f	Sentiment: [_return.sentiment.pog - _return.sentiment.neg]	game/script/intro.rpy	381	f "[what]"
frog_intro_frog_intro_342aaacc	f	I am Herzog Frog. My power is unmatched. All those who dare to betray me will taste destruction. Ribbit.	game/script/intro.rpy	384	f "[what]" nointeract
frog_intro_frog_intro_8200412c	f	You have recognized my mightyness and greatness. Good. Ribbit.	game/script/intro.rpy	386	f "[what]"
frog_intro_frog_intro_78d5be97	f	Humility is a virtue most valuable in these realms. It will serve you well.	game/script/intro.rpy	387	f "[what]"
frog_intro_tell_joke_73b64f04	f	Oh, is that so? I accept! I have more wit than any other amphibian. I'll start. Knock knock. Ribbit.	game/script/intro.rpy	390	f "[what]" nointeract
frog_intro_tell_joke_f57f8cd2	f	Frog. Ribbit.	game/script/intro.rpy	393	f "[what]" nointeract
frog_intro_tell_joke_1ad632b2	f	I frog-ot to tell you I'm a prince in waiting. Haha. Ribbit.	game/script/intro.rpy	395	f "[what]"
frog_intro_tell_joke_1ad632b2_1	f	I frog-ot to tell you I'm a prince in waiting. Haha. Ribbit.	game/script/intro.rpy	398	f "[what]"
frog_intro_tell_joke_1795a2fd	f	...Ribbit.	game/script/intro.rpy	401	f "[what]"
frog_intro_tell_joke_ae27c272		Blah	game/script/intro.rpy	403	"[what]"
frog_intro_archery_challenge_585feea6	f	How about a bout of archery?	game/script/intro.rpy	413	f "[what]" nointeract
frog_intro_archery_challenge_c19d729f		Surprisingly, Herzog Frog is quite good at archery.	game/script/intro.rpy	419	"[what]"
frog_intro_archery_challenge_02bccf53		Using his hind legs, there is some measure of power and grace.	game/script/intro.rpy	420	"[what]"
frog_intro_archery_challenge_a0e2c537	f	Your technique is interesting. I've never quite seen anyone use a bow like that. Ribbit.	game/script/intro.rpy	421	f "[what]"
frog_intro_archery_challenge_601830fa	f	I've developed this technique myself. I can confidently say that I'm the best archer ever. Ribbit.	game/script/intro.rpy	424	f "[what]"
frog_intro_archery_challenge_65d45e46		You're neck to neck. Herzog Frog lands a shot that pulls him ahead of you.	game/script/intro.rpy	429	"[what]"
frog_intro_chess_challenge_93f702a3		You bring your queen out within the first three moves.	game/script/intro.rpy	448	"[what]"
frog_intro_chess_challenge_38c7185f		Herzog Frog sees through your scholar's mate, and calmly closes up his position.	game/script/intro.rpy	449	"[what]"
frog_intro_chess_challenge_c396e617		You get to the middle game without any material advantage, but Herzog Frog's position is practically impenetrable.	game/script/intro.rpy	450	"[what]"
frog_intro_chess_challenge_54bb67fc		You play - and Herzog Frog appears irritated.	game/script/intro.rpy	452	"[what]"
frog_intro_chess_challenge_e47d7cf0		You lose.	game/script/intro.rpy	454	"[what]"
olm_intro_newt_intro_5ac5d93b		The Queen gives you directions to the OIm's home. It's quite a distance away from anything else.	game/script/intro.rpy	462	"[what]"
olm_intro_newt_intro_a2b2a2ce		Eventually you arrive at what you think is the right spot. There's absolutely nothing around, though.	game/script/intro.rpy	464	"[what]"
olm_intro_newt_intro_6b1d0a14	n	You there! I haven't seen you around before. How do you do?	game/script/intro.rpy	468	n "[what]"
olm_intro_newt_intro_41db71df	n	Anyway, now with pleasantries out of the way, you look like the sort of chap that looks like they want to see Baron Olm. Would that be right?	game/script/intro.rpy	470	n "[what]"
olm_intro_newt_intro_f2ab0b48	n	I thought so. Well, come along with me now, I'll get you there in one piece.	game/script/intro.rpy	474	n "[what]"
olm_intro_newt_intro_978db588		Countess Newt tromps through the swamp, eventually reaching a pier with a small rowboat.	game/script/intro.rpy	476	"[what]"
olm_intro_newt_intro_d2ac44f0		Newt gets into the front of the boat.	game/script/intro.rpy	478	"[what]"
olm_intro_newt_intro_7b80747e	n	Hop to it now! I haven't got all day! I'll navigate, you drive.	game/script/intro.rpy	480	n "[what]"
olm_intro_newt_intro_03f2c023	n	I found this rowboat, and have just been looking around for someone to row it! Now you've come along, so you're a perfect fit.	game/script/intro.rpy	482	n "[what]"
olm_intro_newt_intro_cf3e129f		Newt navigates through the mangrove and into a cave. At the end of the long tunnel, you reach a dry landing, with a built stone wall and a solid wooden door.	game/script/intro.rpy	484	"[what]"
olm_intro_newt_intro_73b67cde		Newt disembarks and knocks on the door.	game/script/intro.rpy	486	"[what]"
olm_intro_newt_intro_072a5574	n	Hello? Olmyy!	game/script/intro.rpy	488	n "[what]"
olm_intro_newt_intro_eda50b85	n	No response. No problem, I have a spare key.	game/script/intro.rpy	490	n "[what]"
olm_intro_newt_intro_cc015378		Newt opens the door.	game/script/intro.rpy	492	"[what]"
